51.689,66.657,73.665,83.989
58.997,73.966,65.113,73.639
73.781,83.702,63.339,66.146
83.129,90.959,66.423,62.208
45.475,52.612,65.17,75.718
48.728,52.504,58.221,68.596
66.371,67.606,45.847,45.999
86.781,86.022,64.537,55.094
100.59,84.631,108.61,116.71
75.851,58.163,81.231,89.782
77.564,69.977,62.538,64.677
94.617,90.921,72.327,63.278
