0.008,0.008,0.0341
0.0182,0.0182,0.0773
0.015,0.015,0.0639
0.0027,0.0027,0.0114
0.0046,0.0046,0.0193
0.0496,0.0496,0.2109
0.0348,0.0348,0.148
0.0095,0.0095,0.0404
0.0087,0.0087,0.037
0.0046,0.0046,0.0195
0.0028,0.0028,0.0119
0.0015,0.0015,0.0062
